3719425,14529,NHAI-NE,,0,,0,0.01,1,EQ,NSE,NSE
8183041,31965,NHBTF2014-N1,,0,,0,0.01,1,EQ,NSE,NSE
8183297,31966,NHBTF2014-N2,,0,,0,0.01,1,EQ,NSE,NSE
8183553,31967,NHBTF2014-N3,,0,,0,0.01,1,EQ,NSE,NSE
8183809,31968,NHBTF2014-N4,,0,,0,0.01,1,EQ,NSE,NSE
8184065,31969,NHBTF2014-N5,,0,,0,0.01,1,EQ,NSE,NSE
8184321,31970,NHBTF2014-N6,,0,,0,0.01,1,EQ,NSE,NSE
7581697,29616,NHBTF2023-N1,,0,,0,0.01,1,EQ,NSE,NSE
449025,1754,NHBTF2023-N2,,0,,0,0.01,1,EQ,NSE,NSE
450049,1758,NHBTF2023-N3,,0,,0,0.01,1,EQ,NSE,NSE
450817,1761,NHBTF2023-N4,,0,,0,0.01,1,EQ,NSE,NSE
451329,1763,NHBTF2023-N5,,0,,0,0.01,1,EQ,NSE,NSE
451841,1765,NHBTF2023-N6,,0,,0,0.01,1,EQ,NSE,NSE
452353,1767,NHBTF2023-N7,,0,,0,0.01,1,EQ,NSE,NSE
4454401,17400,NHPC,"NHPC",0,,0,0.05,1,EQ,NSE,NSE
8059393,31482,NHPC-N1,,0,,0,0.01,1,EQ,NSE,NSE
8059649,31483,NHPC-N2,,0,,0,0.01,1,EQ,NSE,NSE
8059905,31484,NHPC-N3,,0,,0,0.01,1,EQ,NSE,NSE
8060161,31485,NHPC-N4,,0,,0,0.01,1,EQ,NSE,NSE
8060417,31486,NHPC-N5,,0,,0,0.01,1,EQ,NSE,NSE
8060673,31487,NHPC-N6,,0,,0,0.01,1,EQ,NSE,NSE
102145,399,NIACL,"THE NEW INDIA ASSU CO",0,,0,0.05,1,EQ,NSE,NSE
7611649,29733,NIBL,"NRB INDUS. BEARINGS.",0,,0,0.05,1,EQ,NSE,NSE
2707457,10576,NIFTYBEES,"NIP IND ETF NIFTY BEES",0,,0,0.01,1,EQ,NSE,NSE
2949633,11522,NIITLTD,"NIIT",0,,0,0.05,1,EQ,NSE,NSE
2368769,9253,NILAINFRA,"NILA INFRASTRUCTURES",0,,0,0.05,1,EQ,NSE,NSE
1897217,7411,NILASPACES,"NILA SPACES",0,,0,0.05,1,EQ,NSE,NSE
619777,2421,NILKAMAL,"NILKAMAL",0,,0,0.05,1,EQ,NSE,NSE
1736193,6782,NIPPOBATRY,"INDO-NATIONAL",0,,0,0.05,1,EQ,NSE,NSE
65281,255,NIRAJ,"NIRAJ CEMENT STRUC",0,,0,0.05,1,EQ,NSE,NSE
4824065,18844,NIRAJISPAT-BE,"NIRAJ ISPAT IND",0,,0,0.05,1,EQ,NSE,NSE
3404801,13300,NITCO,"NITCO",0,,0,0.05,1,EQ,NSE,NSE
3409921,13320,NITINFIRE-BZ,,0,,0,0.05,1,EQ,NSE,NSE
3373569,13178,NITINSPIN-BE,"NITIN SPINNERS",0,,0,0.05,1,EQ,NSE,NSE
831233,3247,NITIRAJ,"NITIRAJ ENGINEERS",0,,0,0.05,1,EQ,NSE,NSE
624385,2439,NKIND,"NK INDUSTRIES",0,,0,0.05,1,EQ,NSE,NSE
2197761,8585,NLCINDIA,"NLC INDIA",0,,0,0.05,1,EQ,NSE,NSE
3924993,15332,NMDC,"NMDC.",0,,0,0.05,1,EQ,NSE,NSE
625153,2442,NOCIL,"NOCIL",0,,0,0.05,1,EQ,NSE,NSE
2761217,10786,NOIDATOLL,"NOIDA TOLL BRIDGE CO",0,,0,0.05,1,EQ,NSE,NSE
1064961,4160,NORBTEAEXP,"NORBEN TEA & EXPORTS",0,,0,0.05,1,EQ,NSE,NSE
2305793,9007,NOVARTIND,"NOVARTIS INDIA",0,,0,0.05,1,EQ,NSE,NSE
3322369,12978,NPBET,"TATAAML - NPBET",0,,0,0.01,1,EQ,NSE,NSE
1356545,5299,NPST-SM,,0,,0,0.05,1600,EQ,NSE,NSE
5200385,20314,NRAIL,"N R AGARWAL INDS",0,,0,0.05,1,EQ,NSE,NSE
1933569,7553,NRBBEARING,"NRB BEARING",0,,0,0.05,1,EQ,NSE,NSE
2877185,11239,NSIL,"NALWA SONS INVESTMENT",0,,0,0.05,1,EQ,NSE,NSE
7820801,30550,NTL,"NEUEON TOWERS",0,,0,0.05,1,EQ,NSE,NSE
2977281,11630,NTPC,"NTPC",0,,0,0.05,1,EQ,NSE,NSE
8130049,31758,NTPC-N1,,0,,0,0.01,1,EQ,NSE,NSE
8130561,31760,NTPC-N2,,0,,0,0.01,1,EQ,NSE,NSE
8131073,31762,NTPC-N3,,0,,0,0.01,1,EQ,NSE,NSE
8131585,31764,NTPC-N4,,0,,0,0.01,1,EQ,NSE,NSE
8132097,31766,NTPC-N5,,0,,0,0.01,1,EQ,NSE,NSE
8132609,31768,NTPC-N6,,0,,0,0.01,1,EQ,NSE,NSE
1888513,7377,NTPC-N7,,0,,0,0.01,1,EQ,NSE,NSE
2748673,10737,NTPC-N8,,0,,0,0.01,1,EQ,NSE,NSE
2749697,10741,NTPC-N9,,0,,0,0.01,1,EQ,NSE,NSE
2750465,10744,NTPC-NA,,0,,0,0.01,1,EQ,NSE,NSE
2750977,10746,NTPC-NB,,0,,0,0.01,1,EQ,NSE,NSE
2751745,10749,NTPC-NC,,0,,0,0.01,1,EQ,NSE,NSE
2752257,10751,NTPC-ND,,0,,0,0.01,1,EQ,NSE,NSE
2762497,10791,NUCLEUS,"NUCLEUS SOFTWARE EXPORTS",0,,0,0.05,1,EQ,NSE,NSE
601601,2350,NURECA,"NURECA",0,,0,0.05,1,EQ,NSE,NSE
1389057,5426,NUVOCO,"NUVOCO VISTAS CORP",0,,0,0.05,1,EQ,NSE,NSE
3724033,14547,NXTDIGITAL,"NXTDIGITAL",0,,0,0.05,1,EQ,NSE,NSE
2756609,10768,OAL,"ORIENTAL AROMATICS",0,,0,0.05,1,EQ,NSE,NSE
5181953,20242,OBEROIRLTY,"OBEROI REALTY",0,,0,0.05,1,EQ,NSE,NSE
3131137,12231,OCCL,"ORIENTAL CARBN & CHEM",0,,0,0.05,1,EQ,NSE,NSE
2748929,10738,OFSS,"ORACLE FIN SERV SOFT.",0,,0,0.05,1,EQ,NSE,NSE
4464129,17438,OIL,"OIL INDIA",0,,0,0.05,1,EQ,NSE,NSE
2075905,8109,OILCOUNTUB-BE,"OIL COUNTRY TUBULAR.",0,,0,0.05,1,EQ,NSE,NSE
2981121,11645,OLECTRA-BE,"OLECTRA GREENTECH",0,,0,0.05,1,EQ,NSE,NSE
2796033,10922,OMAXAUTO,"OMAX AUTOS",0,,0,0.05,1,EQ,NSE,NSE
3802369,14853,OMAXE,"OMAXE",0,,0,0.05,1,EQ,NSE,NSE
29953,117,OMFURN-SM,,0,,0,0.05,6000,EQ,NSE,NSE
6203137,24231,OMINFRAL,"OM INFRA",0,,0,0.05,1,EQ,NSE,NSE
5506817,21511,OMKARCHEM,"OMKAR SPL CHEM",0,,0,0.05,1,EQ,NSE,NSE
6525953,25492,ONELIFECAP,"ONELIFE CAP ADVISORS",0,,0,0.05,1,EQ,NSE,NSE
2544385,9939,ONEPOINT,"ONE POINT ONE SOL",0,,0,0.05,1,EQ,NSE,NSE
633601,2475,ONGC,"OIL AND NATURAL GAS CORP.",0,,0,0.05,1,EQ,NSE,NSE
3911169,15278,ONMOBILE,"ONMOBILE GLOBAL.",0,,0,0.05,1,EQ,NSE,NSE
635137,2481,ONWARDTEC,"ONWARD TECHNOLOGIES",0,,0,0.05,1,EQ,NSE,NSE
5496065,21469,OPTIEMUS,"OPTIEMUS INFRACOM",0,,0,0.05,1,EQ,NSE,NSE
1482497,5791,OPTOCIRCUI-BZ,,0,,0,0.05,1,EQ,NSE,NSE
8057601,31475,ORBTEXP,"ORBIT EXPORTS",0,,0,0.05,1,EQ,NSE,NSE
237825,929,ORCHPHARMA-BE,"ORCHID PHARMA",0,,0,0.05,1,EQ,NSE,NSE
2600705,10159,ORICONENT,"ORICON ENTERPRISES",0,,0,0.05,1,EQ,NSE,NSE
3356417,13111,ORIENTABRA,"ORIENT ABRASIVE",0,,0,0.05,1,EQ,NSE,NSE
3672577,14346,ORIENTALTL,"ORIENTAL TRIMEX",0,,0,0.05,1,EQ,NSE,NSE
3655169,14278,ORIENTBELL,"ORIENT BELL",0,,0,0.05,1,EQ,NSE,NSE
7702785,30089,ORIENTCEM,"ORIENT CEMENT.",0,,0,0.05,1,EQ,NSE,NSE
760833,2972,ORIENTELEC,"ORIENT ELECTRIC",0,,0,0.05,1,EQ,NSE,NSE
638209,2493,ORIENTHOT,"ORIENT HOTELS",0,,0,0.05,1,EQ,NSE,NSE
4661249,18208,ORIENTLTD,"ORIENT PRESS",0,,0,0.05,1,EQ,NSE,NSE
638977,2496,ORIENTPPR,"ORIENT PAPER AND INDS",0,,0,0.05,1,EQ,NSE,NSE
5102337,19931,ORISSAMINE,"ORISSA MIN DEV CO",0,,0,0.05,1,EQ,NSE,NSE
3410177,13321,ORTEL-BZ,,0,,0,0.05,1,EQ,NSE,NSE
762625,2979,ORTINLAB,"ORTIN LABORATORIES",0,,0,0.05,1,EQ,NSE,NSE
2671361,10435,OSEINTRUST-IV,,0,,0,0.01,200000,EQ,NSE,NSE
2438145,9524,OSIAHYPER-SM,,0,,0,0.05,400,EQ,NSE,NSE
643585,2514,OSWALAGRO,"OSWAL AGRO MILLS",0,,0,0.05,1,EQ,NSE,NSE
920833,3597,OSWALSEEDS-SM,,0,,0,0.05,4000,EQ,NSE,NSE
427009,1668,PAEL-BZ,,0,,0,0.05,1,EQ,NSE,NSE
3689729,14413,PAGEIND,"PAGE INDUSTRIES",0,,0,0.05,1,EQ,NSE,NSE
6519809,25468,PAISALO,"PAISALO DIGITAL",0,,0,0.05,1,EQ,NSE,NSE
5474049,21383,PALASHSECU,"PALASH SECURITIES",0,,0,0.05,1,EQ,NSE,NSE
4367873,17062,PALREDTEC,"PALRED TECHNOLOGIES",0,,0,0.05,1,EQ,NSE,NSE
1038081,4055,PANACEABIO,"PANACEA BIOTEC",0,,0,0.05,1,EQ,NSE,NSE
4170753,16292,PANACHE,"PANACHE DIGILIFE",0,,0,0.05,1,EQ,NSE,NSE
6500353,25392,PANAMAPET,"PANAMA PETROCHEM",0,,0,0.05,1,EQ,NSE,NSE
1572097,6141,PANSARI,"PANSARI DEVELOPERS",0,,0,0.05,1,EQ,NSE,NSE
1441537,5631,PAR,"PAR DRUGS AND CHEM",0,,0,0.05,1,EQ,NSE,NSE
3571457,13951,PARACABLES,"PARAMOUNT COMM",0,,0,0.05,1,EQ,NSE,NSE
4385281,17130,PARAGMILK,"PARAG MILK FOODS.",0,,0,0.05,1,EQ,NSE,NSE
1513217,5911,PARAS,"PARAS DEF AND SPCE TECH L",0,,0,0.05,1,EQ,NSE,NSE
1397761,5460,PARIN-SM,,0,,0,0.05,2000,EQ,NSE,NSE
3530497,13791,PARSVNATH,"PARSVNATH DEVELOPER",0,,0,0.05,1,EQ,NSE,NSE
665345,2599,PARTYCRUS-SM,,0,,0,0.05,2000,EQ,NSE,NSE
5544193,21657,PASHUPATI-SM,,0,,0,0.05,1600,EQ,NSE,NSE
1547521,6045,PASUPTAC,"PASUPATI ACRYLON",0,,0,0.05,1,EQ,NSE,NSE
2994945,11699,PATELENG,"PATEL ENGINEERING.",0,,0,0.05,1,EQ,NSE,NSE
3896065,15219,PATINTLOG,"PATEL INT. LOG.",0,,0,0.05,1,EQ,NSE,NSE
662785,2589,PATSPINLTD,"PATSPIN INDIA",0,,0,0.05,1,EQ,NSE,NSE
674049,2633,PAVNAIND-SM,,0,,0,0.05,800,EQ,NSE,NSE
3342081,13055,PBAINFRA,"PBA INFRASTRUCTURE.",0,,0,0.05,1,EQ,NSE,NSE
1310721,5120,PCHFL-N1,,0,,0,0.01,1,EQ,NSE,NSE
1311489,5123,PCHFL-N2,,0,,0,0.01,1,EQ,NSE,NSE
1312257,5126,PCHFL-N3,,0,,0,0.01,1,EQ,NSE,NSE
1313025,5129,PCHFL-N4,,0,,0,0.01,1,EQ,NSE,NSE
1313793,5132,PCHFL-N5,,0,,0,0.01,1,EQ,NSE,NSE
1314305,5134,PCHFL-N6,,0,,0,0.01,1,EQ,NSE,NSE
1317121,5145,PCHFL-N7,,0,,0,0.01,1,EQ,NSE,NSE
1318657,5151,PCHFL-N8,,0,,0,0.01,1,EQ,NSE,NSE
1319681,5155,PCHFL-N9,,0,,0,0.01,1,EQ,NSE,NSE
1320961,5160,PCHFL-NA,,0,,0,0.01,1,EQ,NSE,NSE
7455745,29124,PCJEWELLER,"PC JEWELLER",0,,0,0.05,1,EQ,NSE,NSE
3936513,15377,PDMJEPAPER,"PUDUMJEE PAPER PRO.",0,,0,0.05,1,EQ,NSE,NSE
5001473,19537,PDPL,"PARENTERAL DRUGS",0,,0,0.05,1,EQ,NSE,NSE
1347585,5264,PDSMFL,"PDS MULTINATIONAL FAS",0,,0,0.05,1,EQ,NSE,NSE
668161,2610,PEARLPOLY,"PEARL POLYMERS",0,,0,0.05,1,EQ,NSE,NSE
617473,2412,PEL,"PIRAMAL ENTERPRISES",0,,0,0.05,1,EQ,NSE,NSE
5278977,20621,PENIND,"PENNAR INDUSTRIES",0,,0,0.05,1,EQ,NSE,NSE
577537,2256,PENINLAND,"PENINSULA LAND",0,,0,0.05,1,EQ,NSE,NSE
722433,2822,PENTAGOLD-SM,,0,,0,0.05,3000,EQ,NSE,NSE
2880001,11250,PERFECT-SM,,0,,0,0.05,6000,EQ,NSE,NSE
4701441,18365,PERSISTENT,"PERSISTENT SYSTEMS",0,,0,0.05,1,EQ,NSE,NSE
2905857,11351,PETRONET,"PETRONET LNG",0,,0,0.05,1,EQ,NSE,NSE
3660545,14299,PFC,"POWER FIN CORP.",0,,0,0.05,1,EQ,NSE,NSE
5112833,19972,PFC-N1,,0,,0,0.01,1,EQ,NSE,NSE
5113345,19974,PFC-N2,,0,,0,0.01,1,EQ,NSE,NSE
5113857,19976,PFC-N3,,0,,0,0.01,1,EQ,NSE,NSE
5114369,19978,PFC-N4,,0,,0,0.01,1,EQ,NSE,NSE
5125633,20022,PFC-N5,,0,,0,0.01,1,EQ,NSE,NSE
5126145,20024,PFC-N6,,0,,0,0.01,1,EQ,NSE,NSE
5126657,20026,PFC-N7,,0,,0,0.01,1,EQ,NSE,NSE
5127169,20028,PFC-N8,,0,,0,0.01,1,EQ,NSE,NSE
676609,2643,PFIZER,"PFIZER",0,,0,0.05,1,EQ,NSE,NSE
3454977,13496,PFOCUS,"PRIME FOCUS",0,,0,0.05,1,EQ,NSE,NSE
5786113,22602,PFS,"PTC INDIA FIN SERV",0,,0,0.05,1,EQ,NSE,NSE
6491649,25358,PGEL,"PG ELECTROPLAST",0,,0,0.05,1,EQ,NSE,NSE
648961,2535,PGHH,"P&G HYGIENE & HEALTH CARE",0,,0,0.05,1,EQ,NSE,NSE
240641,940,PGHL,"PROCTER & GAMBLE HEALTH L",0,,0,0.05,1,EQ,NSE,NSE
3650561,14260,PGIL,"PEARL GLOBAL IND",0,,0,0.05,1,EQ,NSE,NSE
894465,3494,PGINVIT-IV,,0,,0,0.01,1,EQ,NSE,NSE
678145,2649,PHILIPCARB,"PHILIPS CARBON BLACK",0,,0,0.05,1,EQ,NSE,NSE
3725313,14552,PHOENIXLTD,"THE PHOENIX MILLS",0,,0,0.05,1,EQ,NSE,NSE
681985,2664,PIDILITIND,"PIDILITE INDUSTRIES",0,,0,0.05,1,EQ,NSE,NSE
700929,2738,PIGL-SM,,0,,0,0.05,2000,EQ,NSE,NSE
6191105,24184,PIIND,"PI INDUSTRIES",0,,0,0.05,1,EQ,NSE,NSE
2929921,11445,PILANIINVS,"PILANI INV & IND COR",0,,0,0.05,1,EQ,NSE,NSE
7893761,30835,PILITA,"PIL ITALICA LIFESTYLE",0,,0,0.05,1,EQ,NSE,NSE
4861953,18992,PIONDIST,"PIONEER DIST",0,,0,0.05,1,EQ,NSE,NSE
3446529,13463,PIONEEREMB,"PIONEER EMBROIDERIES",0,,0,0.05,1,EQ,NSE,NSE
3618305,14134,PITTIENG,"PITTI ENGINEERING",0,,0,0.05,1,EQ,NSE,NSE
2641409,10318,PKTEA-BE,"THE P K TEA PROD CO",0,,0,0.05,1,EQ,NSE,NSE
3563521,13920,PLASTIBLEN,"PLASTIBLENDS INDIA",0,,0,0.05,1,EQ,NSE,NSE
2730497,10666,PNB,"PUNJAB NATIONAL BANK",0,,0,0.05,1,EQ,NSE,NSE
2236417,8736,PNBGILTS,"PNB GILTS",0,,0,0.05,1,EQ,NSE,NSE
4840449,18908,PNBHOUSING,"PNB HOUSING FIN.",0,,0,0.05,1,EQ,NSE,NSE
2391553,9342,PNC,"PRITISH NANDY COMMUNICATI",0,,0,0.05,1,EQ,NSE,NSE
2402561,9385,PNCINFRA,"PNC INFRATECH.",0,,0,0.05,1,EQ,NSE,NSE
5234177,20446,PODDARHOUS,"PODDAR HOUSE & DVPT",0,,0,0.05,1,EQ,NSE,NSE
4873217,19036,PODDARMENT,"PODDAR PIGMENTS",0,,0,0.05,1,EQ,NSE,NSE
4518657,17651,POKARNA,"POKARNA",0,,0,0.05,1,EQ,NSE,NSE
2455041,9590,POLYCAB,"POLYCAB INDIA",0,,0,0.05,1,EQ,NSE,NSE
6583809,25718,POLYMED,"POLY MEDICURE",0,,0,0.05,1,EQ,NSE,NSE
687873,2687,POLYPLEX,"POLYPLEX CORPORATION",0,,0,0.05,1,EQ,NSE,NSE
2729217,10661,PONNIERODE,"PONNIE SUGARS (ERODE)",0,,0,0.05,1,EQ,NSE,NSE
2919169,11403,POONAWALLA,"POONAWALLA FINCORP",0,,0,0.05,1,EQ,NSE,NSE
2546177,9946,POONAWALLA-N1,,0,,0,0.01,1,EQ,NSE,NSE
2546689,9948,POONAWALLA-N2,,0,,0,0.01,1,EQ,NSE,NSE
2547201,9950,POONAWALLA-N3,,0,,0,0.01,1,EQ,NSE,NSE
2551297,9966,POONAWALLA-N4,,0,,0,0.01,1,EQ,NSE,NSE
2552065,9969,POONAWALLA-N5,,0,,0,0.01,1,EQ,NSE,NSE
2553601,9975,POONAWALLA-N6,,0,,0,0.01,1,EQ,NSE,NSE
2555393,9982,POONAWALLA-N7,,0,,0,0.01,1,EQ,NSE,NSE
465665,1819,POWERFUL-SZ,,0,,0,0.05,2000,EQ,NSE,NSE
3834113,14977,POWERGRID,"POWER GRID CORP..",0,,0,0.05,1,EQ,NSE,NSE
4724993,18457,POWERINDIA,"ABB POWER PRO N SYS IND L",0,,0,0.05,1,EQ,NSE,NSE
2681089,10473,POWERMECH,"POWER MECH PROJECTS.",0,,0,0.05,1,EQ,NSE,NSE
3893505,15209,PPAP,"PPAP AUTOMOTIVE",0,,0,0.05,1,EQ,NSE,NSE
2636033,10297,PPL,"PRAKASH PIPES",0,,0,0.05,1,EQ,NSE,NSE
3568897,13941,PRAENG,"PRAJAY ENG. SYN..",0,,0,0.05,1,EQ,NSE,NSE
1262337,4931,PRAJIND-BE,"PRAJ INDUST.",0,,0,0.05,1,EQ,NSE,NSE
693249,2708,PRAKASH,"PRAKASH INDUSTRIES",0,,0,0.05,1,EQ,NSE,NSE
5017345,19599,PRAKASHSTL,"PRAKASH STEELAGE",0,,0,0.05,1,EQ,NSE,NSE
308225,1204,PRAXIS,"PRAXIS HOME RETAIL",0,,0,0.05,1,EQ,NSE,NSE
3226369,12603,PRECAM,"PRECISION CAMSHAFTS.",0,,0,0.05,1,EQ,NSE,NSE
694017,2711,PRECOT,"PRECOT",0,,0,0.05,1,EQ,NSE,NSE
695553,2717,PRECWIRE,"PRECISION WIRES INDIA",0,,0,0.05,1,EQ,NSE,NSE
4453633,17397,PREMEXPLN,"PREMIER EXPLOSIVES",0,,0,0.05,1,EQ,NSE,NSE
696321,2720,PREMIER,"PREMIER",0,,0,0.05,1,EQ,NSE,NSE
1000449,3908,PREMIERPOL,"PREMIER POLYFILM",0,,0,0.05,1,EQ,NSE,NSE
2987777,11671,PRESSMN,"PRESSMAN ADVERTISING",0,,0,0.05,1,EQ,NSE,NSE
5197313,20302,PRESTIGE,"PRESTIGE ESTATE",0,,0,0.05,1,EQ,NSE,NSE
5025537,19631,PRICOLLTD,"PRICOL",0,,0,0.05,1,EQ,NSE,NSE
3037185,11864,PRIMESECU,"PRIME SECURITIES",0,,0,0.05,1,EQ,NSE,NSE
4107521,16045,PRINCEPIPE,"PRINCE PIPES FITTINGS",0,,0,0.05,1,EQ,NSE,NSE
924673,3612,PRITI-SM,,0,,0,0.05,1600,EQ,NSE,NSE
1354753,5292,PRITIKAUTO,"PRITIKA AUTO INDUS",0,,0,0.05,1,EQ,NSE,NSE
2259201,8825,PRIVISCL,"PRIVI SPECIALITY CHE",0,,0,0.05,1,EQ,NSE,NSE
909569,3553,PROINDIA-BE,"PROSEED INDIA",0,,0,0.05,1,EQ,NSE,NSE
4954113,19352,PROLIFE-SM,,0,,0,0.05,3000,EQ,NSE,NSE
7387905,28859,PROZONINTU,"PROZONE INTU PROPRTIS",0,,0,0.05,1,EQ,NSE,NSE
701185,2739,PRSMJOHNSN,"PRISM JOHNSON",0,,0,0.05,1,EQ,NSE,NSE
5376257,21001,PSB,"PUNJAB & SIND BANK",0,,0,0.05,1,EQ,NSE,NSE
5344513,20877,PSPPROJECT,"PSP PROJECTS",0,,0,0.05,1,EQ,NSE,NSE
3848193,15032,PSUBNKBEES,"NIP IND ETF PSU BANK BEES",0,,0,0.01,1,EQ,NSE,NSE
2906881,11355,PTC,"PTC INDIA",0,,0,0.05,1,EQ,NSE,NSE
3609857,14101,PTL,"PTL ENTERPRISES",0,,0,0.05,1,EQ,NSE,NSE
129793,507,PULZ-SM,,0,,0,0.05,4000,EQ,NSE,NSE
1112065,4344,PUNJABCHEM,"PUNJAB CHEM & CROP PROT L",0,,0,0.05,1,EQ,NSE,NSE
3429377,13396,PUNJLLOYD-BZ,,0,,0,0.05,1,EQ,NSE,NSE
3820033,14922,PURVA,"PURAVANKARA",0,,0,0.05,1,EQ,NSE,NSE
1026561,4010,PVP,"PVP VENTURES",0,,0,0.05,1,EQ,NSE,NSE
3365633,13147,PVR,"PVR",0,,0,0.05,1,EQ,NSE,NSE
3924481,15330,QGOLDHALF,"QUANTUM GOLD FUND",0,,0,0.05,1,EQ,NSE,NSE
4305665,16819,QNIFTY,"QUANTUM NIFTY ETF",0,,0,0.01,1,EQ,NSE,NSE
1502721,5870,QUADPRO-SM,,0,,0,0.05,6000,EQ,NSE,NSE
4532225,17704,QUESS,"QUESS CORP",0,,0,0.05,1,EQ,NSE,NSE
3357697,13116,QUICKHEAL,"QUICK HEAL TECH",0,,0,0.05,1,EQ,NSE,NSE
2400257,9376,QUINTEGRA-BE,"QUINTEGRA SOLUTIONS.",0,,0,0.05,1,EQ,NSE,NSE
2798593,10932,RADAAN,"RADAAN MEDIAWORKS (I)",0,,0,0.05,1,EQ,NSE,NSE
2813441,10990,RADICO,"RADICO KHAITAN",0,,0,0.05,1,EQ,NSE,NSE
5088513,19877,RADIOCITY,"MUSIC BROADCAST",0,,0,0.05,1,EQ,NSE,NSE
622337,2431,RAILTEL,"RAILTEL CORP OF IND",0,,0,0.05,1,EQ,NSE,NSE
3926273,15337,RAIN,"RAIN INDUSTRIES",0,,0,0.05,1,EQ,NSE,NSE
1894657,7401,RAJESHEXPO,"RAJESH EXPORTS",0,,0,0.05,1,EQ,NSE,NSE
555009,2168,RAJMET,"RAJNANDINI METAL",0,,0,0.05,1,EQ,NSE,NSE
4854785,18964,RAJRATAN-BE,"RAJRATAN GLOBAL WIRE",0,,0,0.05,1,EQ,NSE,NSE
1879297,7341,RAJRAYON-BZ,,0,,0,0.05,1,EQ,NSE,NSE
719105,2809,RAJSREESUG,"RAJSHREE SUGAR & CHEMICAL",0,,0,0.05,1,EQ,NSE,NSE
3687169,14403,RAJTV,"RAJ TV NETWORK",0,,0,0.05,1,EQ,NSE,NSE
3070977,11996,RAJVIR-BE,"RAJVIR INDUSTRIES",0,,0,0.05,1,EQ,NSE,NSE
720897,2816,RALLIS,"RALLIS INDIA",0,,0,0.05,1,EQ,NSE,NSE
3472641,13565,RAMANEWS,"SHREE RAMA NEWSPRINT",0,,0,0.05,1,EQ,NSE,NSE
2636801,10300,RAMASTEEL,"RAMA STEEL TUBES",0,,0,0.05,1,EQ,NSE,NSE
523009,2043,RAMCOCEM,"THE RAMCO CEMENTS",0,,0,0.05,1,EQ,NSE,NSE
1174273,4587,RAMCOIND,"RAMCO INDUSTRIES",0,,0,0.05,1,EQ,NSE,NSE
2009857,7851,RAMCOSYS,"RAMCO SYSTEMS.",0,,0,0.05,1,EQ,NSE,NSE
5154305,20134,RAMKY,"RAMKY INFRA",0,,0,0.05,1,EQ,NSE,NSE
726273,2837,RANASUG,"RANA SUGARS.",0,,0,0.05,1,EQ,NSE,NSE
